%
% Comments go after a '%' sign.
%
%
% Relation: Dreams
%
%
% Attributes: 12     Instances: 16800
%
%

@relation Dreams

@attribute '0' numeric
@attribute 'Gender' numeric
@attribute 'Male' numeric
@attribute 'Animal' numeric
@attribute 'Friends' numeric
@attribute 'Family' numeric
@attribute 'Dead&Imaginary' numeric
@attribute 'Aggression/Friendliness' numeric
@attribute 'A/CIndex' numeric
@attribute 'F/CIndex' numeric
@attribute 'S/CIndex' numeric
@attribute 'NegativeEmotions' numeric

@data
14682,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.1,0.0,0.0,0.0
18318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0
15634,1.0,0.4,0.0,0.111111111,0.111111111,0.0,0.8,0.0666666667,0.010101010090909092,0.013888888875,1.0
19793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.0
11006,1.0,0.714285714,0.0,0.0,0.058823529,0.0,1.0,0.1,0.0,0.0,1.0
16480,0.0,0.2,0.0,0.142857143,0.428571429,0.0,1.0,0.0714285714,0.0,0.0,1.0
542,1.0,0.25,0.0,0.285714286,0.142857143,0.0,0.0,0.0142857143,0.012987013,0.0,1.0
146,1.0,0.375,0.115384615,0.086956522,0.086956522,0.0,0.5,0.0269230769,0.017482517454545456,0.01923076925,0.333333333
7567,1.0,0.444444444,0.0,0.045454545,0.181818182,0.0,0.666666667,0.0272727273,0.016528925636363635,0.005681818125,0.8
12134,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07500000000000001,0.0,0.0,1.0
8355,1.0,0.4,0.0,0.142857143,0.142857143,0.0,0.0,0.0142857143,0.038961039,0.017857142875,0.5
241,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0125,0.0,0.0,0.666666667
16096,1.0,0.5,0.0,0.0,0.0,0.0,0.75,0.12,0.018181818181818184,0.05,1.0
3595,1.0,0.166666667,0.0,0.222222222,0.222222222,0.0,0.75,0.044444444400000005,0.010101010090909092,0.0,1.0
8694,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.018181818181818184,0.0,0.0
7228,1.0,0.6,0.0,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.0
9639,1.0,1.0,0.0,0.2,0.0,0.0,1.0,0.04000000000000001,0.018181818181818184,0.0,1.0
16794,0.0,0.5,0.0,0.333333333,0.0,0.0,0.666666667,0.2,0.06060606063636364,0.0,1.0
1952,1.0,0.5,0.0,0.111111111,0.277777778,0.0,0.666666667,0.0277777778,0.015151515181818181,0.0,0.0
6798,1.0,0.666666667,0.0,0.111111111,0.111111111,0.0,0.0,0.011111111100000001,0.030303030272727273,0.013888888875,0.75
1594,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.05,0.0,0.0,0.0
9480,1.0,0.5,0.0,0.125,0.25,0.0,1.0,0.07500000000000001,0.0,0.0,0.0
9402,1.0,0.666666667,0.0,0.166666667,0.0,0.0,0.0,0.0,0.015151515181818181,0.020833333375,0.0
19496,1.0,0.75,0.0,0.333333333,0.333333333,0.0,0.0,0.011111111100000001,0.030303030272727273,0.013888888875,0.0
10428,1.0,0.5,0.142857143,0.0,0.166666667,0.0,1.0,0.0285714286,0.0,0.0,1.0
4119,1.0,0.666666667,0.375,0.2,0.2,0.0,0.25,0.025,0.045454545454545456,0.0625,0.0
2680,1.0,0.5,0.0,0.25,0.25,0.0,0.333333333,0.025,0.045454545454545456,0.0,1.0
844,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.025,0.045454545454545456,0.0,1.0
8426,0.0,0.5,0.133333333,0.076923077,0.230769231,0.0,1.0,0.020000000000000004,0.0,0.0,0.0
19106,0.0,0.5,0.285714286,0.0,0.0,0.0,0.0,0.0285714286,0.012987013,0.0,0.0
10529,1.0,0.666666667,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0
16812,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.5,0.0,0.2,0.2,0.0,0.0,0.020000000000000004,0.018181818181818184,0.0,0.0
19299,1.0,0.666666667,0.0,0.285714286,0.285714286,0.0,0.0,0.0,0.012987013,0.0,0.0
15045,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.06,0.018181818181818184,0.025,1.0
20572,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.1,0.045454545454545456,0.0,0.0
8763,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.05,0.0,0.0,1.0
9366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.045454545454545456,0.0625,0.0
2144,1.0,0.8,0.0,0.071428571,0.214285714,0.0,0.4,0.0142857143,0.019480519454545455,0.053571428625,0.0
3665,1.0,0.571428571,0.0,0.142857143,0.285714286,0.0,0.666666667,0.0285714286,0.006493506454545455,0.0,1.0
7110,1.0,1.0,0.0,0.333333333,0.0,0.0,0.833333333,0.33333333330000003,0.030303030272727273,0.083333333375,1.0
8552,1.0,0.333333333,0.0,0.0,0.142857143,0.0,1.0,0.0285714286,0.0,0.0,0.0
9685,1.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.0666666667,0.0,0.0,1.0
14867,0.0,1.0,0.0,0.333333333,0.333333333,0.0,1.0,0.033333333300000004,0.0,0.0,0.0
2271,1.0,0.5,0.0,0.166666667,0.0,0.0,0.8,0.15000000000000002,0.030303030272727273,0.020833333375,1.0
19445,1.0,0.0,0.0,0.333333333,0.0,0.0,0.75,0.1,0.030303030272727273,0.041666666625,0.0
